CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD
1315259,10,0.22818,0.00114,0.22806,0.0005,0.22896,0.0005,20.9706,0.181397,40.2236,0.183395,-9.0,0,0,0.028559,0.029309,-0.491116,0.17411,21.1188,0.0362028,6.40442e-05,2.13549e-06,0.000280539,-7.48215e-08,-4.94789e-08,40.8641,-1.6036,-999,-999,4.9,-28.0938,250,0.0253017,11.5,0.044,57004.3,0.2185,27,17.243,0.92496,0.0726,0.012,-0.065,0.003,1.0,0.01
12841,1,0.29215,0.00108,0.29208,4e-05,0.29349,4e-05,21.4975,0.482974,40.7505,0.483728,-9.0,0,0,-0.109903,0.12227,-0.727968,1.12843,21.3079,0.19263,5.38057e-05,9.54596e-06,0.0259838,-3.56713e-06,-5.2392e-07,321.347,-1.0337,-9,-9,1.616,-17.2315,250,0.0399903,10.12,0.133,53979.1,1.9134,37,19.9634,0.98999,0.3744,0.0091,-0.0095,0.004,0.795,0.0
390627,15,0.16061,0.01005,0.16045,0.01,0.16,0.01,20.1712,0.258956,39.4242,0.26036,-9.0,0,0,-0.196539,0.044321,-1.70509,0.25627,19.9523,0.0642751,0.000187542,1.11024e-05,0.00665193,-2.26193e-06,-4.2494e-07,212.627,53.9,-999,-999,17.2966,-41.4349,250,0.0110347,11.254,0.022,56077.9,0.1889,14,4.18119,0.99427,0.0837,0.146,0.0848,0.011,1.0,0.002
2005cf,64,0.0071,0.00084,0.00703,6e-05,0.00644,6e-05,13.0691,0.321523,32.3221,0.322655,32.3624,1,0,-0.036954,0.029054,-0.06305,0.048024,13.0342,0.062371,0.10973,0.00630362,-2.78669e-05,4.30258e-06,-0.000144567,230.384,-7.4132,-999,-999,-9.0,-21.2471,250,0.083778,9.184,4.066,53534.2,0.0355,52,42.0418,0.83654,0.0564,0.2578,0.0176,0.004,1.0,0.007
PSNJ2352371,150,0.02596,0.00085,0.02525,1e-05,0.02648,1e-05,16.1484,0.198664,35.4014,0.200491,-9.0,0,0,-0.013533,0.040167,-2.03886,0.13735,16.4324,0.0509978,0.00479758,0.000225346,-6.91734e-06,-4.52022e-06,-7.38173e-06,358.155,14.5525,-999,-999,-9.0,-208.216,250,0.0355061,10.5389,0.005,57284.0,0.4607,10,24.9873,0.00536969,0.0917,0.072,-0.0273,0.001,1.0,0.004
04D2mh,4,0.59179,0.01009,0.59184,0.01,0.59,0.01,23.1978,0.254399,42.4508,0.255828,-9.0,0,0,0.007242,0.031848,1.58203,0.17325,23.1148,0.0272519,1.01875e-05,2.55704e-07,0.000206881,-1.54162e-08,-4.36161e-09,149.941,2.141,-999,-999,-9.0,10.7878,250,0.0173675,9.097,0.418,53376.4,0.2513,38,43.8463,0.23741,0.0979,0.0455,0.0756,0.007,1.0,0.019
2007af,64,0.00625,0.00084,0.00635,1e-05,0.00552,1e-05,12.7807,0.33809,32.0337,0.339166,31.7708,1,0,0.014649,0.02559,-0.393072,0.027079,12.8851,0.0361845,0.12587,0.00419504,-0.000155719,1.48801e-05,-8.61122e-05,215.588,-0.3938,-999,-999,-9.0,31.5763,250,0.0336987,10.331,0.216,54174.5,0.032,99,106.532,0.28456,0.0557,0.2928,-0.0512,0.003,1.0,0.008
1334645,10,0.24711,0.00115,0.24701,0.0005,0.248,0.0005,20.9453,0.134755,40.1983,0.137434,-9.0,0,0,-0.07693,0.028526,-0.863268,0.17486,20.8906,0.0352919,7.90276e-05,2.56879e-06,0.00042416,-1.21751e-07,-5.76808e-08,36.3796,-5.879,-999,-999,2.3,-23.0108,250,0.0243096,10.453,0.132,57335.6,0.1652,33,15.5871,0.99564,0.0713,0.0112,0.0034,0.002,1.0,0.003
Thoth,100,1.3041,0.00199,1.30412,0.0005,1.30501,0.0005,25.4676,0.315363,44.7206,0.316517,-9.0,0,0,-0.08166,0.079642,-0.372507,0.50874,25.3288,0.0855748,1.32575e-06,1.04492e-07,0.00101362,2.66244e-08,-9.5607e-10,53.1033,-27.7716,-999,-999,-9.0,1.5944,250,0.00731731,10.9,0.06,52571.0,2.894,5,12.5134,0.0283915,0.258,0.0046,0.0064,0.003,0.73,0.0
2009fv,51,0.03108,0.00086,0.03072,1e-05,0.03065,1e-05,16.153,0.33102,35.406,0.332119,-9.0,0,0,0.16249,0.023124,-0.730586,0.12296,16.6725,0.0272199,0.00384593,9.64191e-05,-0.000170432,-8.43327e-07,-1.75441e-06,247.434,40.8116,-999,-999,-9.0,-103.764,250,0.00522305,11.4959,0.002,54994.6,0.2616,63,454.72,0.0,0.0579,0.061,-0.1431,0.005,1.0,0.022
ASASSN-15np,150,0.03884,0.00087,0.03832,5e-05,0.03768,5e-05,16.773,0.21784,36.026,0.219507,-9.0,0,1,0.05253,0.037158,-1.06429,0.23568,17.0748,0.0470874,0.00265511,0.00011515,-0.000348197,-7.99749e-07,-3.12978e-06,226.511,7.5615,-999,-999,-9.0,-150.196,250,0.026422,10.1408,0.001,57241.7,0.0471,6,10.294,0.11281,0.0956,0.0496,-0.0701,0.001,1.0,0.01
2009al,5,0.02342,0.00087,0.02328,0.00014,0.02207,0.00014,15.7551,0.220042,35.0081,0.221692,-9.0,0,0,0.057782,0.023588,-0.148779,0.058514,15.9279,0.0268882,0.00763564,0.000189096,-0.00058289,3.46475e-06,-3.88571e-06,162.842,8.5785,-999,-999,-9.0,-42.2047,250,0.021174,10.7706,0.04,54896.9,0.1678,45,313.067,7.74498e-42,0.0556,0.0816,-0.0802,0.001,1.0,0.012
04D2ja,4,0.74196,0.00176,0.74202,0.001,0.74,0.001,24.2283,0.324017,43.4813,0.32514,-9.0,0,0,-0.203948,0.071347,0.36095,0.40224,23.8111,0.051737,5.36475e-06,2.55639e-07,-0.00256269,-5.90282e-08,6.9489e-09,149.702,1.7717,-999,-999,-9.0,9.1688,250,0.0177565,10.991,0.0945,53123.2,0.4851,8,3.01921,0.93315,0.2666,0.0065,0.2143,0.01,0.611,0.0
19128,1,0.28775,0.00511,0.28763,0.005,0.2892,0.005,21.6223,0.225614,40.8753,0.227224,-9.0,0,0,-0.066086,0.044175,1.34109,0.61004,21.3394,0.0498533,5.22706e-05,2.40009e-06,0.00431978,-8.06176e-07,-5.3042e-08,354.204,-0.7822,-9,-9,-9.0,-26.4438,250,0.0292332,7.0,-9.0,54387.1,0.6454,40,21.6231,0.99219,0.1539,0.0434,0.0669,0.009,0.88,0.0
2007ae,64,0.06533,0.00096,0.06485,0.00036,0.06499,0.00036,17.8321,0.150634,37.0851,0.153034,-9.0,0,1,-0.012542,0.031713,1.75915,0.28665,17.5401,0.0444305,0.00172961,7.07789e-05,-0.000475577,4.61133e-06,-1.76582e-06,255.467,79.0318,-999,-999,-9.0,-135.085,250,0.0385289,10.8837,3.812,54153.2,0.6613,32,24.1847,0.83765,0.0782,0.0329,-0.0461,0.008,1.0,0.004
2006te,64,0.0329,0.00086,0.03212,1e-05,0.03155,1e-05,16.4718,0.151157,35.7248,0.15355,-9.0,0,1,-0.08068,0.030485,-0.090751,0.098736,16.2935,0.0452019,0.0054524,0.000226997,-0.00084691,6.45083e-06,-5.81835e-06,122.929,41.5547,-999,-999,-9.0,-227.18,250,0.0389139,10.4808,0.076,54097.1,0.3658,39,50.6305,0.10049,0.0661,0.0577,0.0054,0.001,1.0,0.003
16482,1,0.20948,0.00101,0.20937,4e-05,0.21077,4e-05,20.5883,0.260744,39.8413,0.262138,-9.0,0,0,-0.022826,0.047358,-2.22105,1.17739,20.8143,0.0560926,8.47816e-05,4.38009e-06,0.025336,-2.34821e-06,-1.38305e-07,328.71,0.9337,-9,-9,12.441,-28.4436,250,0.0599906,11.5,0.103,54058.5,0.6304,19,14.8229,0.73378,0.1723,0.0115,-0.0835,0.005,1.0,0.003
480464,15,0.22132,0.01005,0.22141,0.01,0.22,0.01,20.8058,0.202968,40.0588,0.204756,-9.0,0,0,-0.121671,0.028215,0.2738,0.15994,20.4736,0.0352407,0.000116032,3.76615e-06,0.000383449,-2.34846e-07,-8.1441e-08,149.8,3.2216,-999,-999,18.6952,22.9813,250,0.0195412,10.917,0.028,56342.1,0.1302,31,48.1836,0.0252694,0.0717,0.1084,0.032,0.002,1.0,0.003
04D4id,4,0.76709,0.00178,0.76707,0.001,0.769,0.001,24.3057,0.255729,43.5587,0.25715,-9.0,0,0,-0.170684,0.060712,0.66935,0.4435,23.9164,0.045008,4.86901e-06,2.0184e-07,0.00134158,-3.57408e-08,3.02496e-09,334.089,-17.229,-999,-999,-9.0,-2.9948,250,0.0254188,10.324,0.196,53261.7,0.7092,34,30.5701,0.63651,0.2205,0.0064,0.1848,0.008,0.611,0.0
1306390,10,0.4092,0.00128,0.40911,0.0005,0.41009,0.0005,22.4875,0.36265,41.7405,0.363654,-9.0,0,0,0.15735,0.067065,0.011752,0.91245,22.851,0.0846061,1.29898e-05,1.01224e-06,0.00948699,-3.21297e-07,-4.4396e-08,43.3164,-0.0301,-999,-999,0.3,-17.8427,250,0.0556373,10.29,0.073,57280.6,1.6731,60,13.3325,1.0,0.2124,0.0079,-0.1737,0.008,1.0,0.017
18855,1,0.12732,0.00094,0.12716,1e-05,0.12783,1e-05,19.5311,0.174841,38.7841,0.176913,-9.0,0,1,-0.022638,0.025018,0.24873,0.14548,19.4888,0.0545208,0.000287406,1.44322e-05,0.000199965,-8.61571e-08,-2.77531e-07,48.6323,0.2698,-9,-9,6.205,-44.3542,250,0.08481,9.82915,0.065,54386.0,0.2108,50,27.1309,0.99658,0.0538,0.017,0.012,0.003,1.0,0.012
AT2017po,150,0.03255,0.00086,0.03201,1e-05,0.03183,1e-05,16.323,0.194953,35.576,0.196814,-9.0,0,1,-0.0745,0.036728,0.21503,0.2454,16.1447,0.0462986,0.00625354,0.000266667,-0.000222569,-4.06378e-06,-6.89764e-06,240.965,39.9901,-999,-999,-9.0,-156.239,250,0.0119043,8.98827,0.082,57784.3,0.0472,6,18.9048,0.00849089,0.0968,0.0583,0.0314,0.001,1.0,0.005
1307830,10,0.35946,0.00513,0.35949,0.005,0.36,0.005,22.1683,0.152092,41.4213,0.15447,-9.0,0,0,-0.099031,0.030341,-1.7601,0.20045,22.1839,0.0327261,2.40128e-05,7.2379e-07,0.00064076,-5.21829e-08,-1.52769e-08,53.2945,-27.9578,-999,-999,1.34,4.4292,250,0.00581483,10.399,0.063,57286.2,0.2462,56,20.0214,1.0,0.0835,0.0357,0.0098,0.004,1.0,0.003
8921,1,0.14423,0.00095,0.1441,1e-05,0.14539,1e-05,19.763,0.239442,39.016,0.24096,-9.0,0,1,-8e-06,0.031993,0.73414,0.26961,19.7166,0.0490775,0.000233013,1.05326e-05,0.000237754,-5.71486e-07,-1.7809e-08,325.002,-0.0079,-9,-9,0.519,-34.8884,250,0.0492417,9.52063,0.058,53693.0,0.2094,23,24.2516,0.38999,0.1179,0.0153,0.0095,0.004,1.0,0.014
2005df_ANU,50,0.00407,0.00084,0.00435,1e-05,0.00435,1e-05,12.1249,0.478515,31.3779,0.479276,31.4903,1,0,-0.076884,0.026127,-0.01756,0.054078,11.9807,0.0341158,0.28956,0.00909854,-0.000106513,-2.28634e-05,-0.000193864,64.4077,-62.7693,-999,-999,-9.0,86.1777,250,0.025672,9.552,-9.0,53599.1,0.0693,36,29.7307,0.76016,0.0581,0.4491,0.0385,0.005,1.0,0.006
2009nq,66,0.01576,0.00085,0.01527,1e-05,0.01649,1e-05,14.9127,0.285607,34.1657,0.28688,-9.0,0,0,0.0068,0.048625,-0.524383,0.79264,15.014,0.0950355,0.0177166,0.00155075,0.00849139,-0.000111758,-5.72635e-05,348.821,19.0229,-999,-999,-9.0,-146.875,250,0.1248,10.1323,0.513,55204.0,0.6609,15,0.43463,1.0,0.1337,0.118,-0.0494,0.001,1.0,0.007
ASASSN-15ss,150,0.03599,0.00087,0.03592,0.00012,0.03556,0.00012,16.7379,0.185228,35.9909,0.187185,-9.0,0,1,-0.120564,0.050478,0.79388,0.23176,16.3442,0.13425,0.00520366,0.000643411,0.000281829,-5.95665e-06,-2.58305e-05,93.1391,-14.2575,-999,-999,-9.0,-19.5249,250,0.19921,10.7564,0.104,57338.2,0.0534,8,10.8254,0.28787,0.1017,0.0534,0.0439,0.001,1.0,0.002
ASASSN-17at,150,0.02713,0.00086,0.02643,1e-05,0.02537,1e-05,15.9983,0.184798,35.2513,0.18676,-9.0,0,1,-0.02295,0.034274,-1.46792,0.27096,16.1718,0.0407156,0.00609918,0.000228722,0.000158751,-3.18839e-06,-6.68127e-06,174.64,25.3971,-999,-999,-9.0,-204.188,250,0.0236917,10.1022,0.0,57776.8,0.4103,6,15.9545,0.025535,0.0846,0.0698,-0.0245,0.0,1.0,0.004
2004eo,5,0.0146,0.00085,0.0142,5e-05,0.01517,5e-05,14.6296,0.24785,33.8826,0.249316,-9.0,0,0,-0.042029,0.026367,-1.23185,0.020946,14.7594,0.0636833,0.0223993,0.00131382,-0.000197547,7.04558e-06,-2.55217e-05,308.226,9.9285,-999,-999,-9.0,-117.106,250,0.0928968,9.18868,0.13,53278.9,0.0256,134,195.111,0.000449902,0.0561,0.1273,0.0256,0.003,1.0,0.007
17389,1,0.16971,0.00098,0.1696,1e-05,0.1709,1e-05,20.4191,0.273568,39.6721,0.274897,-9.0,0,0,0.066589,0.033767,1.11247,0.3806,20.5418,0.0459346,0.000108963,4.60992e-06,0.00111523,-6.8685e-07,-1.0454e-07,323.295,-0.9601,-9,-9,0.685,-28.2694,250,0.0398531,9.891,0.077,54353.0,0.4016,52,42.9082,0.81141,0.104,0.0135,0.0285,0.011,1.0,0.025
1331123,10,0.2215,0.00113,0.22157,0.0005,0.22248,0.0005,20.9407,0.163954,40.1937,0.166162,-9.0,0,0,-0.005601,0.031356,-1.59703,0.20042,21.1651,0.0368231,6.13704e-05,2.0814e-06,0.000795923,-1.36735e-07,-5.23933e-08,8.0363,-42.5542,-999,-999,4.27,16.8468,250,0.00701012,11.23,0.0,57318.3,0.1906,45,35.3916,0.84703,0.0777,0.0122,-0.0463,0.003,1.0,0.006
2007is,65,0.02866,0.00086,0.02953,1e-05,0.02953,1e-05,16.0919,0.209647,35.3449,0.211378,-9.0,0,1,0.004586,0.031987,-0.440798,0.18389,16.1685,0.0402055,0.00611796,0.000226552,-0.0015436,1.05359e-05,-6.09435e-06,251.811,40.2436,-999,-999,-9.0,253.015,250,0.0174834,10.7887,0.067,54366.7,0.5851,13,15.008,0.30685,0.0794,0.0661,-0.055,0.001,1.0,0.006
2009Y,65,0.00996,0.00086,0.0105,0.00015,0.00974,0.00015,13.6485,0.332913,32.9015,0.334006,33.0928,1,0,0.037139,0.030716,0.35708,0.075468,13.6995,0.0660522,0.0594583,0.00361722,-0.000360555,2.02709e-05,-9.24022e-05,220.599,-17.2468,-999,-999,-9.0,161.695,250,0.0873928,10.636,2.694,54876.3,0.1969,52,54.0114,0.39744,0.0574,0.1884,-0.0636,0.002,1.0,0.01
1339450,10,0.55046,0.00139,0.55048,0.0005,0.55105,0.0005,23.1574,0.375291,42.4104,0.376261,-9.0,0,0,0.078639,0.066587,-0.977931,1.1025,23.3913,0.0822791,7.89736e-06,5.98477e-07,0.0111801,-3.34046e-07,-1.96948e-08,53.621,-29.169,-999,-999,1.49,3.8599,250,0.00872277,11.044,0.093,57368.7,1.1304,41,28.5196,0.92976,0.2513,0.0067,-0.206,0.012,1.0,0.005
090201,15,0.50825,0.00161,0.50817,0.001,0.51,0.001,22.7663,0.182324,42.0193,0.184312,-9.0,0,0,-0.090519,0.042428,0.031072,0.50307,22.5059,0.0483735,1.78494e-05,7.95258e-07,0.00157766,-2.4773e-07,-1.38631e-08,353.328,-0.9507,-999,-999,22.9671,-16.3584,250,0.0327741,8.684,7.083,55483.5,0.5805,33,43.8485,0.0981628,0.1537,0.0083,-0.0283,0.004,0.681,0.0
550218,15,0.38744,0.00153,0.38735,0.001,0.389,0.001,22.3037,0.272138,41.5567,0.273474,-9.0,0,0,-0.114866,0.067041,-1.55286,0.49918,22.1766,0.0981733,2.41738e-05,2.18582e-06,0.00973059,-7.42465e-07,-9.50557e-08,332.927,0.9013,-999,-999,23.5421,-18.0615,250,0.0399972,9.1626,0.1,56556.0,0.4886,30,33.5566,0.29891,0.1818,0.01,-0.0534,0.01,1.0,0.002
PSNJ1602512,150,0.02052,0.00086,0.02039,0.00013,0.02025,0.00013,15.303,0.33281,34.556,0.333904,-9.0,0,0,0.097168,0.032136,0.34806,0.10388,15.6917,0.0379133,0.00949146,0.000331437,8.0217e-05,-5.80628e-06,-9.27294e-06,240.714,47.2248,-999,-999,-9.0,-37.1359,250,0.0145255,9.81701,0.001,57172.4,0.1017,14,27.6467,0.0158442,0.0715,0.0919,0.0872,0.003,1.0,0.034
Inanna,100,1.30611,0.00199,1.30612,0.0005,1.30701,0.0005,25.7667,0.444343,45.0197,0.445162,-9.0,0,0,0.09498,0.05369,-1.61117,1.43741,26.2696,0.19058,5.57372e-07,9.7836e-08,0.0174984,5.69113e-08,-2.18762e-10,53.1847,-27.9184,-999,-999,-9.0,1.6442,250,0.00692514,10.0,-9.0,52668.1,5.6997,2,1.72179,0.42278,0.2504,0.0046,-0.0809,0.027,1.0,0.024
2011B,56,0.00538,0.00084,0.00458,1e-05,0.00452,1e-05,12.3982,0.513692,31.6512,0.514401,-9.0,0,0,-0.026951,0.041039,-1.02192,0.098385,12.4933,0.0388011,0.18058,0.00645338,3.79277e-06,-9.34829e-05,-0.000208027,133.952,78.2174,-999,-999,-9.0,-238.157,250,0.0267141,11.08,0.003,55583.6,0.0921,20,27.0579,0.13364,0.1012,0.3399,-0.0247,0.002,1.0,0.004
2000dk,62,0.0173,0.00085,0.01649,0.0001,0.01749,0.0001,14.8987,0.255715,34.1517,0.257136,-9.0,0,0,-0.036961,0.029373,-2.03848,0.07781,15.1207,0.0496363,0.0160595,0.000734186,-0.00011015,-6.79132e-07,-1.64493e-05,16.848,32.4064,-999,-999,-9.0,-240.34,250,0.0606091,10.0012,0.37417,51812.9,0.0927,23,26.395,0.28258,0.0639,0.1076,-0.0169,0.001,1.0,0.004
1262715,10,0.68935,0.00519,0.68937,0.005,0.69,0.005,23.6005,0.154427,42.8535,0.15677,-9.0,0,0,-0.075709,0.042139,1.02416,0.32528,23.2916,0.0315682,8.65729e-06,2.51714e-07,0.00077137,-3.30435e-08,-5.43987e-09,53.37,-28.4427,-999,-999,-9.0,2.8583,250,0.00626292,11.052,0.3255,56660.3,0.4063,26,25.106,0.51298,0.1342,0.0205,0.0239,0.008,0.602,0.0
1337687,10,0.32868,0.00122,0.3287,0.0005,0.32917,0.0005,21.8186,0.148043,41.0716,0.150485,-9.0,0,0,-0.135438,0.024503,0.95058,0.15094,21.3855,0.030126,5.00944e-05,1.38997e-06,0.000353022,-5.87151e-08,-2.80646e-08,55.0471,-26.9756,-999,-999,0.15,4.4059,250,0.0122174,8.4,0.136,57361.5,0.208,43,37.0135,0.72753,0.0613,0.0092,0.0736,0.003,1.0,0.005
1334084,10,0.13366,0.00107,0.13349,0.0005,0.13431,0.0005,19.5736,0.28243,38.8266,0.283718,-9.0,0,0,0.071312,0.051027,-0.905296,0.35417,20.0142,0.0845193,0.000177135,1.37891e-05,0.00639811,-2.32802e-06,-6.05945e-07,41.734,-0.6906,-999,-999,0.18,-44.6496,250,0.0339153,9.74734,0.0645,57336.3,0.5213,19,4.57192,0.99971,0.1011,0.0185,0.0342,0.031,1.0,0.027
2007kk,51,0.04285,0.00088,0.0413,0.00016,0.04177,0.00016,16.9991,0.17345,36.2521,0.175538,-9.0,0,1,-0.049623,0.042293,0.94211,0.21679,16.7327,0.12592,0.00363833,0.000421973,-0.000363324,-2.89584e-06,-1.53825e-05,55.5969,39.2418,-999,-999,-9.0,-446.686,250,0.19586,10.8891,0.002,54383.7,0.3135,50,31.1579,0.98313,0.0786,0.0455,-0.0263,0.001,1.0,0.003
1338430,10,0.51726,0.00136,0.51718,0.0005,0.5183,0.0005,22.8402,0.188517,42.0932,0.190441,-9.0,0,0,-0.095133,0.040615,0.46904,0.46725,22.5398,0.0482806,1.7302e-05,7.69387e-07,0.00478239,-1.78747e-07,-1.7002e-08,40.6393,-1.2547,-999,-999,1.77,-14.4937,250,0.028146,10.781,0.0375,57362.1,0.658,33,14.0294,0.99844,0.1265,0.0069,0.0105,0.003,1.0,0.001
15453,1,0.18252,0.00111,0.18243,0.0005,0.1837,0.0005,20.5291,0.175251,39.7821,0.177319,-9.0,0,0,-0.038192,0.028899,1.14628,0.25571,20.3085,0.0433593,0.000135087,5.39474e-06,0.00179243,-6.13715e-07,-1.04022e-07,319.668,-1.0243,-9,-9,0.37,-24.5658,250,0.0463881,8.989,0.147,54038.2,0.1852,43,28.6293,0.9547,0.0777,0.0143,0.0142,0.004,1.0,0.008
1309288,10,0.26791,0.00117,0.26794,0.0005,0.26838,0.0005,21.2573,0.200253,40.5103,0.202065,-9.0,0,0,-0.111056,0.045775,0.51536,0.4417,20.9187,0.0634291,7.70061e-05,4.49872e-06,0.00635435,-1.11215e-06,-1.27688e-07,54.6449,-29.1944,-999,-999,0.38,7.3346,250,0.0112046,10.961,0.0265,56989.8,0.505,18,4.00039,0.99976,0.1273,0.0106,0.0284,0.002,1.0,0.003
130862,15,0.33298,0.0015,0.3329,0.001,0.332,0.001,22.0769,0.199859,41.3299,0.201675,-9.0,0,0,-0.091964,0.032732,0.67028,0.38179,21.7749,0.0474332,3.49989e-05,1.52902e-06,-0.000675489,-3.31428e-07,-2.64971e-08,184.002,47.9204,-999,-999,23.7901,-16.7148,250,0.0150297,9.5892,0.1,55607.2,0.367,30,34.818,0.24932,0.1207,0.0112,0.0288,0.001,1.0,0.004
SN2016coj,150,0.0057,0.00084,0.00489,6e-05,0.00452,6e-05,12.6455,0.482914,31.8985,0.483668,-9.0,0,0,-0.006916,0.034309,-1.47692,0.085215,12.8717,0.0394491,0.12744,0.00463056,-0.000107973,-4.15095e-05,-0.000136764,182.028,65.1772,-999,-999,-9.0,-242.803,250,0.016304,11.036,0.0,57548.1,0.1118,11,29.9128,0.00163532,0.0772,0.3209,-0.0227,0.002,1.0,0.006
1338471,10,0.53124,0.00137,0.53117,0.0005,0.53228,0.0005,23.2723,0.379971,42.5253,0.38093,-9.0,0,0,-0.047113,0.061402,-0.955679,1.20489,23.2549,0.10761,8.95461e-06,8.87515e-07,0.0102253,-4.49003e-07,-2.01054e-08,41.2916,-1.5649,-999,-999,0.93,-13.9257,250,0.0280802,10.123,0.0905,57350.8,0.0918,39,22.9012,0.98128,0.2678,0.0068,-0.0651,0.005,0.976,0.0
2008bf,57,0.02462,0.00131,0.02451,0.00099,0.02342,0.00099,15.8531,0.234003,35.1061,0.235556,-9.0,0,0,-0.149234,0.026653,0.31545,0.066144,15.4708,0.0341785,0.0116327,0.000366193,-0.000267058,5.80042e-07,-8.01907e-06,181.012,20.2452,-999,-999,-9.0,-30.0449,250,0.0297117,10.3728,-9.0,54555.1,0.0755,52,98.4919,0.000105512,0.0605,0.1169,0.0733,0.002,1.0,0.003
2001V,63,0.01557,0.00124,0.01592,0.0009,0.01488,0.0009,14.5372,0.28932,33.7902,0.290577,-9.0,0,0,-0.032722,0.02588,0.91446,0.080065,14.3219,0.0315303,0.0335144,0.000973274,2.25971e-06,-1.55786e-05,-2.14825e-05,179.354,25.2025,-999,-999,-9.0,102.366,250,0.0168372,10.9081,3.854,51973.9,0.055,64,65.8482,0.41268,0.0581,0.1743,-0.0316,0.001,1.0,0.004
Elvis,100,0.83981,0.00523,0.83973,0.005,0.839,0.005,24.107,0.210118,43.36,0.211845,-9.0,0,0,-0.043251,0.037645,-0.230878,0.30216,24.0678,0.0236994,4.23528e-06,9.24475e-08,-0.000326137,3.1221e-09,-1.76207e-09,189.451,62.2265,-999,-999,-9.0,-13.4728,250,0.00997655,7.0,-9.0,52783.7,0.795,9,21.7583,0.00967746,0.1245,0.0175,0.0081,0.005,1.0,0.005
1335718,10,0.69932,0.0052,0.69933,0.005,0.7,0.005,23.8577,0.153542,43.1107,0.155898,-9.0,0,0,-0.146394,0.039758,0.62483,0.26448,23.489,0.0330346,7.21761e-06,2.19603e-07,0.000562239,-2.77688e-08,-4.96103e-09,52.3094,-28.3854,-999,-999,0.55,2.6513,250,0.007517,8.642,0.5365,57351.3,0.3261,36,30.3422,0.7342,0.1237,0.0203,0.1238,0.01,0.59,0.0
1999cp,50,0.00954,0.00086,0.00998,0.00019,0.00907,0.00019,13.9605,0.252188,33.2135,0.253629,33.1156,1,0,-0.108916,0.026148,0.28727,0.082822,13.6687,0.0322457,0.0611661,0.0018166,-6.8074e-05,-1.78162e-06,-4.02239e-05,211.63,-5.4469,-999,-999,-9.0,129.581,250,0.0211185,10.441,-9.0,51364.1,0.0908,11,35.728,0.000187788,0.0582,0.1967,0.035,0.002,1.0,0.003
2635,1,0.14325,0.00108,0.14311,0.0005,0.1437,0.0005,19.794,0.158316,39.047,0.160602,-9.0,0,1,-0.045749,0.025536,0.85923,0.1362,19.5979,0.0536384,0.000259919,1.28407e-05,8.06264e-05,-1.56037e-07,-2.45247e-07,52.7043,-1.2381,-9,-9,1.933,-35.6881,250,0.0837572,9.59628,0.054,53640.3,0.1738,76,72.8334,0.58168,0.058,0.0175,0.0197,0.003,1.0,0.008
2006en,64,0.03162,0.00086,0.03081,1e-05,0.03198,1e-05,16.4317,0.186128,35.6847,0.188076,-9.0,0,1,0.023112,0.029649,-0.46389,0.09966,16.5576,0.0522806,0.00427533,0.000205867,-0.000173504,-2.45665e-07,-4.3167e-06,347.521,30.2233,-999,-999,-9.0,-236.154,250,0.0552784,10.183,0.058,53973.2,0.0112,29,57.013,0.00143153,0.069,0.06,-0.0664,0.002,1.0,0.008
020096,15,0.22578,0.00143,0.22563,0.001,0.225,0.001,20.7335,0.17388,39.9865,0.175963,-9.0,0,0,-0.076474,0.033151,-0.69326,0.21577,20.6652,0.0393925,9.72541e-05,3.52856e-06,0.000766081,-2.70613e-07,-8.99147e-08,161.314,58.1927,-999,-999,22.0265,-37.0486,250,0.00900839,9.059,0.642,55281.4,0.2591,19,21.0752,0.33266,0.0849,0.0151,0.0135,0.004,1.0,0.007
1257695,10,0.18375,0.00111,0.18383,0.0005,0.18472,0.0005,20.427,0.149144,39.68,0.151568,-9.0,0,0,-0.128418,0.025611,0.37884,0.090941,20.0903,0.0317708,0.000165153,4.83271e-06,2.98502e-05,-9.45237e-08,-1.02526e-07,7.6016,-42.2982,-999,-999,3.38,19.2686,250,0.00562574,9.854,0.0545,56613.4,0.1005,31,28.6768,0.58606,0.0596,0.0142,0.0639,0.003,1.0,0.006
762,1,0.19025,0.00099,0.19009,2e-05,0.19138,2e-05,20.6277,0.155666,39.8807,0.15799,-9.0,0,0,-0.038428,0.030942,1.13375,0.27274,20.3789,0.0389777,0.0001266,4.54491e-06,0.000690784,-4.49981e-07,-8.82759e-08,15.5353,-0.879,-9,-9,3.591,-38.7816,250,0.0283721,11.236,0.075,53625.2,0.2889,56,47.884,0.77144,0.0907,0.0123,-0.0151,0.002,1.0,0.003
